Desc	Family ID	Mus_musculus	Cavia_porcellus	Dipodomys_ordii	Heterocephalus_glaber	Octodon_degus	Chinchilla_lanigera	Microtus_ochrogaster	Nannospalax_galili	Marmota_marmota	Castor_canadensis	Meriones_unguiculatus	Urocitellus_parryii	Cricetulus_griseus	Marmota_flaviventris	Peromyscus_maniculatus	Peromyscus_leucopus	Grammomys_surdaster	Mastomys_coucha	Rattus_rattus	Arvicanthis_niloticus	Fukomys_damarensis	Microtus_fortis	Rattus_norvegicus	Ictidomys_tridecemlineatus	Mesocricetus_auratus	Microtus_oregoni	Dipodomys_spectabilis	Jaculus_jaculus	Marmota_monax	Perognathus_longimembris	Mus_caroli	Mus_pahari	Neosciurus_carolinensis	Myodes_glareolus	Arvicola_amphibius	Onychomys_torridus	MGP_CASTEiJ	Mus_spicilegus	MGP_SPRETEiJ	Oryctolagus_cuniculus	Sciurus_vulgaris	Spermophilus_dauricus
(null)	3818	1	1	2	1	1	0	1	2	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	2	2	2	2	1	2	2	1	1	1	0	0	1	2	3	4	
(null)	3819	1	1	3	1	1	4	0	1	1	1	1	1	0	1	2	1	1	2	0	1	3	0	1	1	4	2	1	3	1	1	1	1	2	0	1	2	1	0	3	2	1	1	
(null)	3820	3	0	2	0	1	2	0	0	1	1	0	2	0	0	0	1	0	0	1	0	2	0	1	0	1	0	1	0	0	1	3	0	0	1	0	0	9	5	10	0	3	5	
(null)	3821	5	0	3	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0	2	0	2	1	0	0	0	1	0	0	1	0	0	2	0	0	7	9	7	1	6	5	
(null)	3822	1	1	1	1	2	3	1	2	0	1	1	0	1	1	0	1	1	6	1	1	4	0	0	0	0	1	1	2	1	1	3	1	4	1	0	1	3	1	3	1	1	1	
(null)	3823	3	1	0	0	0	1	1	0	0	0	1	1	1	1	0	2	2	3	1	2	0	1	4	0	5	1	0	0	3	2	1	1	0	1	2	1	5	0	5	1	2	1	
(null)	3824	7	0	0	1	1	1	1	0	1	1	1	1	0	1	1	0	4	7	2	2	0	1	1	1	1	1	1	1	1	2	0	1	2	0	0	1	3	1	3	1	1	1	
(null)	3825	2	6	1	0	4	0	1	1	1	2	0	1	0	2	1	1	1	0	0	1	0	1	3	1	2	1	1	3	0	0	1	1	0	1	2	1	3	4	3	0	2	1	
(null)	3826	1	2	1	1	1	3	0	2	0	1	1	1	0	2	1	2	1	1	1	1	1	2	2	1	0	0	2	2	2	2	0	1	0	1	2	1	2	1	4	1	4	2	
(null)	3827	0	3	1	4	0	2	0	1	1	0	1	1	0	1	3	1	1	0	1	2	2	2	1	3	1	0	1	2	1	0	1	1	0	0	1	1	5	2	5	1	1	2	
(null)	3828	2	1	1	1	1	1	2	1	1	1	1	1	1	3	1	2	1	1	2	2	1	4	1	1	1	2	2	1	2	2	1	1	1	1	2	1	3	0	1	1	0	0	
(null)	3829	1	1	2	1	1	1	2	1	2	1	1	1	1	1	1	2	0	0	0	0	2	1	1	2	2	3	1	1	1	1	0	1	2	1	1	2	3	2	3	1	3	2	
(null)	3830	6	0	1	1	0	0	1	1	1	2	0	3	1	2	2	1	0	2	1	1	1	1	1	1	1	1	1	0	1	1	0	2	1	0	1	1	3	2	3	4	2	2	
(null)	3831	4	1	1	2	2	0	0	0	1	0	0	0	2	2	1	0	0	1	1	1	0	0	2	0	1	0	1	0	1	0	0	0	0	0	1	0	11	4	10	0	4	2	
(null)	3832	1	1	1	1	1	1	1	1	1	1	1	1	0	1	2	1	1	1	1	1	1	1	1	6	6	4	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	0	
(null)	3833	4	1	2	1	2	2	1	0	2	3	0	1	0	1	2	1	1	2	0	2	1	0	2	1	1	0	1	2	2	1	1	1	0	1	2	1	2	2	2	2	2	1	
(null)	3834	0	0	1	1	2	1	3	0	4	2	0	3	0	1	2	0	0	0	1	0	0	0	1	1	2	4	0	5	4	2	1	0	2	1	3	1	3	2	2	1	0	0	
(null)	3835	1	1	1	3	3	1	1	0	1	1	2	0	0	2	2	1	2	3	0	3	0	1	1	0	2	1	1	3	1	1	2	1	1	1	1	2	2	2	2	1	1	1	
(null)	3836	1	1	1	0	1	0	1	0	3	2	1	2	1	1	3	2	2	1	1	4	1	1	1	0	1	0	1	3	3	1	1	1	3	2	2	2	1	1	2	0	1	0	
(null)	3837	2	0	2	1	1	0	1	1	2	1	2	0	0	0	1	2	1	0	1	2	1	2	2	0	0	0	1	1	1	1	2	1	1	1	2	1	5	1	5	0	6	2	
(null)	3838	1	2	1	1	1	1	1	0	1	0	1	1	4	1	1	2	3	0	1	5	1	4	1	2	2	3	2	1	1	1	0	0	1	2	2	0	0	0	0	5	0	0	
(null)	3839	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	2	2	4	2	3	1	1	1	1	1	1	6	1	0	1	2	2	1	1	1	1	1	1	0	1	0	
(null)	3840	1	1	1	1	0	1	0	2	1	2	1	2	1	1	2	3	1	1	1	2	2	0	1	2	2	0	1	2	1	1	2	2	2	2	2	3	1	1	1	1	1	1	
(null)	3841	1	1	2	2	2	1	1	1	2	2	1	1	0	2	0	1	2	1	1	1	0	2	1	2	1	1	2	1	2	2	1	1	2	1	1	1	2	2	2	1	2	1	
(null)	3842	1	1	2	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	0	1	1	1	5	1	1	0	1	5	2	0	1	2	1	1	1	0	1	1	7	1	0	
(null)	3843	2	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	2	1	1	3	1	2	2	5	1	0	1	1	1	1	1	2	2	1	1	0	1	2	1	1	
(null)	3844	1	1	1	1	2	1	1	1	1	1	1	1	2	1	2	1	1	1	2	2	1	1	2	1	1	3	1	2	1	1	1	1	1	1	1	1	2	4	2	1	0	2	
(null)	3845	1	1	1	0	1	1	1	1	1	1	2	1	1	1	3	2	1	1	1	1	2	2	2	2	1	2	1	1	3	1	1	1	1	2	0	2	3	2	3	1	0	0	
(null)	3846	1	1	1	0	1	4	1	1	0	1	0	0	1	0	0	0	0	1	1	1	0	7	1	0	2	3	1	1	0	1	2	2	4	1	2	2	4	1	4	1	1	1	
(null)	3847	2	1	1	1	0	1	2	0	2	0	1	2	0	2	0	1	1	1	1	2	1	1	2	1	1	1	1	1	2	2	2	2	0	1	0	1	2	2	2	4	3	3	
(null)	3848	1	1	1	1	2	1	1	2	1	1	2	0	0	3	1	2	0	1	1	0	1	1	2	2	1	2	1	0	2	0	6	1	1	1	1	1	2	2	2	3	2	0	
(null)	3849	1	2	1	2	1	1	1	1	2	1	1	1	1	1	3	2	1	1	1	1	1	1	1	3	1	1	1	3	1	1	1	1	1	1	2	1	2	2	2	1	1	1	
(null)	3850	2	1	2	0	1	1	2	0	0	2	2	1	0	2	0	0	1	0	1	1	0	0	1	1	0	0	0	1	1	0	1	0	1	1	1	0	9	3	8	1	4	4	
(null)	3851	1	1	0	0	2	1	3	2	0	2	1	0	4	0	3	3	2	5	3	0	1	1	1	0	1	1	0	0	0	0	2	2	0	0	1	1	3	0	3	0	4	2	
(null)	3852	2	1	0	1	2	3	2	0	0	1	3	2	1	2	1	1	0	1	2	1	0	2	2	1	0	1	1	0	1	1	1	1	2	0	2	2	2	4	2	2	2	1	
(null)	3853	1	1	0	4	1	1	0	0	0	2	3	1	2	5	2	1	1	0	1	2	0	0	1	3	1	0	1	4	3	2	1	0	1	5	1	2	1	1	0	0	1	0	
(null)	3854	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	5	2	1	1	2	1	1	3	1	2	1	8	1	1	1	1	1	2	0	0	0	1	0	0	
(null)	3855	1	1	1	16	1	0	1	2	0	0	1	1	1	2	1	1	2	2	1	2	1	1	1	0	1	1	1	1	0	2	1	1	2	1	1	1	1	1	1	0	0	0	
(null)	3856	2	2	2	0	1	3	1	1	1	1	2	1	2	2	1	0	1	2	1	0	0	1	2	0	0	1	2	1	1	2	1	2	1	0	2	0	3	3	3	1	2	2	
(null)	3857	1	1	1	1	0	1	2	1	0	1	1	0	0	0	3	6	1	1	1	1	3	3	3	1	3	4	2	3	0	2	1	0	2	1	2	1	1	0	1	0	0	0	
(null)	3858	1	1	2	2	2	1	1	0	1	1	1	1	3	1	2	2	4	3	1	1	1	1	1	1	1	1	3	0	0	1	2	1	2	1	1	2	1	1	1	1	1	1	
(null)	3859	0	0	1	0	0	2	2	3	0	1	0	2	0	2	6	0	0	0	0	7	0	0	1	0	0	10	3	0	0	1	0	0	0	0	0	4	3	2	3	0	1	2	
(null)	3860	1	2	1	0	2	4	0	1	0	1	1	1	1	1	2	1	1	2	2	1	2	1	1	0	3	1	1	3	2	1	2	2	1	0	1	1	2	2	2	0	2	1	
(null)	3861	1	1	1	4	0	1	2	2	1	1	2	2	1	1	1	1	1	2	1	1	1	1	1	1	4	2	1	2	1	1	1	2	1	1	1	2	2	1	2	0	1	0	
(null)	3862	1	2	1	1	0	2	0	0	3	1	4	0	0	2	0	1	1	0	1	1	1	4	1	0	2	1	1	3	1	1	1	2	0	2	4	3	1	1	1	1	1	3	
(null)	3863	1	1	1	1	1	2	1	2	2	2	1	3	0	1	2	1	2	1	2	1	1	1	0	2	0	2	1	1	1	1	0	1	1	1	1	1	2	2	2	2	3	2	
(null)	3864	1	3	2	0	6	1	1	1	0	3	2	1	0	0	1	2	2	2	1	1	1	1	1	0	2	2	3	0	0	3	0	2	0	1	0	3	1	2	1	1	1	1	
(null)	3865	1	0	1	2	0	1	3	1	1	1	2	1	1	1	2	2	2	0	1	2	1	3	1	1	2	2	1	0	2	2	1	2	3	2	1	3	0	0	1	1	2	0	
(null)	3866	1	1	0	0	1	1	2	2	0	0	3	1	0	1	0	0	1	3	4	1	0	3	0	0	4	3	3	2	0	2	3	1	0	1	4	1	1	2	1	1	1	1	
(null)	3867	1	2	2	3	2	1	1	2	0	1	0	2	0	1	2	3	2	1	3	0	2	0	1	2	1	0	1	1	0	2	2	2	1	2	1	0	2	1	2	1	2	1	
(null)	3868	1	0	0	0	1	0	15	0	0	2	0	1	0	0	0	0	2	0	1	2	1	5	1	0	0	0	2	0	0	1	1	1	0	12	0	1	1	1	1	1	1	1	
(null)	3869	1	1	1	2	1	2	3	1	3	1	3	2	2	1	4	1	0	1	1	1	0	1	1	2	0	1	1	0	3	3	0	1	2	1	1	0	1	1	1	2	1	1	
(null)	3870	1	2	3	0	1	1	1	1	1	2	1	2	1	0	0	0	1	0	0	0	1	3	2	0	1	0	1	0	0	1	0	0	0	0	3	0	6	6	6	1	4	3	
(null)	3871	1	1	1	2	1	1	1	2	1	1	1	1	1	1	3	3	1	2	1	1	3	2	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	1	1	
(null)	3872	1	0	0	1	0	0	0	2	2	0	1	0	9	0	6	1	0	0	1	2	1	0	2	1	0	2	0	4	1	0	0	0	2	1	11	5	0	0	0	0	0	0	
(null)	3873	0	2	1	2	3	5	1	2	1	1	1	1	1	1	1	1	1	2	1	2	3	0	1	0	2	1	1	2	1	1	0	2	2	2	1	1	0	0	0	4	1	1	
(null)	3874	0	1	1	1	1	0	0	3	0	3	2	0	0	0	0	0	2	0	0	0	0	0	1	5	0	6	2	5	4	0	3	1	0	0	0	0	6	1	6	0	1	1	
(null)	3875	0	1	1	0	2	1	3	0	1	2	3	2	0	0	0	1	1	1	1	1	0	1	1	4	1	1	1	2	0	0	3	2	0	1	1	1	6	1	6	0	2	1	
(null)	3876	0	0	0	1	1	1	1	2	1	1	0	0	0	1	3	1	2	2	2	0	2	1	1	1	2	1	0	2	1	3	0	3	1	3	1	5	2	1	2	0	1	4	
(null)	3877	1	1	0	0	1	0	2	1	3	2	0	5	0	2	0	0	0	0	1	1	2	0	2	6	0	1	3	0	4	2	1	0	0	0	1	1	4	2	4	0	2	0	
(null)	3878	2	1	2	1	0	1	1	0	0	2	2	1	1	1	1	2	2	3	1	1	0	1	2	2	0	1	2	2	0	2	1	1	1	1	1	2	1	2	2	2	2	2	
(null)	3879	2	0	1	0	0	0	0	0	2	2	0	2	0	6	0	0	0	0	1	0	0	0	1	5	0	0	4	2	4	1	0	0	1	0	0	0	4	2	3	1	8	3	
(null)	3880	3	1	2	0	0	0	1	0	1	1	1	1	0	0	0	0	1	3	1	1	0	1	2	1	1	2	2	1	0	0	0	0	0	2	1	0	4	7	5	1	4	4	
(null)	3881	2	1	1	1	1	1	2	1	1	2	2	1	0	1	1	0	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	3	3	3	1	3	2	
(null)	3882	1	3	1	0	4	2	1	1	1	2	1	1	0	1	1	1	1	1	3	1	6	1	2	1	1	3	1	2	1	1	1	2	1	2	1	1	0	0	0	1	0	0	
(null)	3883	1	0	0	0	1	0	1	1	0	0	0	0	1	1	3	4	1	2	1	1	0	0	1	0	1	19	0	0	0	0	1	1	1	0	4	2	3	1	3	0	0	0	
(null)	3884	2	1	2	1	1	1	2	3	1	1	1	1	0	1	1	1	1	1	2	2	1	1	2	1	0	3	1	2	1	2	2	2	1	2	1	1	0	2	0	3	0	1	
(null)	3885	1	1	1	0	1	1	1	0	1	0	1	0	0	0	1	1	1	0	1	1	1	4	2	2	0	3	0	1	0	1	1	1	1	2	2	1	5	3	5	2	3	2	
(null)	3886	4	1	1	1	1	0	3	1	0	1	2	1	0	1	1	1	1	1	1	2	1	4	1	1	2	4	0	0	1	0	0	0	2	0	1	1	4	3	4	1	1	0	
(null)	3887	2	1	2	1	1	2	1	1	2	1	3	1	1	1	1	1	2	1	2	1	0	1	2	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	2	2	2	
(null)	3888	3	1	2	2	1	2	3	1	1	1	1	1	1	2	1	1	1	0	1	1	1	2	1	3	1	2	2	1	1	1	0	0	1	2	1	1	2	1	2	1	1	1	
(null)	3889	1	1	1	0	1	1	2	0	1	1	1	1	2	1	2	6	1	1	1	1	1	2	1	1	1	3	1	1	1	1	1	1	1	2	2	2	1	1	1	2	1	1	
(null)	3890	1	1	3	1	3	2	1	1	0	1	1	0	1	0	3	1	2	1	1	2	1	1	2	0	1	2	1	3	0	2	1	1	1	1	2	1	2	2	2	1	2	0	
(null)	3891	2	1	1	0	0	0	0	0	1	2	1	1	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	2	3	2	28	3	2	
(null)	3892	6	1	1	2	1	1	1	1	1	1	1	3	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	2	3	1	1	1	2	1	1	0	1	0	3	1	1	0	
(null)	3893	7	1	1	0	1	0	0	0	1	1	0	0	3	1	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	5	11	0	2	8	8	
(null)	3894	2	1	2	0	0	0	1	2	0	2	2	1	0	1	0	2	1	0	1	1	1	2	2	1	1	4	2	1	1	3	2	2	1	2	1	1	2	3	2	1	1	0	
(null)	3895	2	3	1	0	0	1	4	3	0	1	1	1	0	1	3	2	1	0	3	1	1	4	1	2	0	0	1	1	0	0	3	1	0	2	0	4	2	1	2	2	0	0	
(null)	3896	1	9	1	0	1	2	1	1	2	1	1	1	1	3	1	1	1	1	1	1	1	0	1	1	2	2	1	2	4	1	1	1	0	1	0	1	0	1	1	1	1	1	
(null)	3897	1	1	1	1	2	1	2	1	2	2	1	1	0	0	0	1	1	0	1	0	1	0	1	1	0	0	1	0	0	2	0	0	0	1	1	0	7	3	7	1	4	6	
(null)	3898	5	1	1	0	1	0	0	1	0	1	1	1	1	1	1	2	0	0	0	1	0	0	2	2	0	0	1	1	0	1	0	0	0	0	1	1	7	4	7	1	6	3	
(null)	3899	2	2	2	2	2	0	1	0	1	4	3	1	0	2	1	0	1	1	2	0	1	1	2	0	1	1	1	2	0	1	0	0	1	0	1	0	3	3	3	2	3	2	
(null)	3900	1	0	3	0	0	1	1	0	0	1	0	1	1	1	0	2	2	0	1	2	1	0	1	0	1	2	2	0	0	1	2	3	0	0	0	1	5	5	4	1	8	1	
(null)	3901	1	0	0	0	0	0	2	2	0	0	2	2	1	2	4	4	1	1	1	1	0	2	1	2	4	2	0	2	1	0	1	1	2	2	2	4	1	1	1	2	0	0	
(null)	3902	2	2	1	2	1	1	1	1	2	1	1	4	0	2	1	1	1	1	1	1	0	0	1	0	3	1	1	1	2	1	2	1	1	1	2	1	3	1	3	1	1	1	
(null)	3903	3	2	1	0	6	1	0	0	1	0	1	0	1	0	3	3	3	2	1	0	0	0	1	0	4	0	2	1	0	2	1	1	1	1	1	0	3	2	3	0	2	2	
(null)	3904	3	1	2	0	1	1	0	1	0	2	1	1	0	0	1	2	1	0	3	1	3	0	2	0	0	2	1	0	1	2	4	1	2	3	0	1	3	2	3	0	2	2	
(null)	3905	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	5	1	1	4	1	1	1	2	1	1	2	2	1	1	2	0	1	0	2	1	1	
(null)	3906	1	4	1	6	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	0	3	1	1	1	1	1	1	1	3	1	1	1	1	1	1	2	1	1	
(null)	3907	3	2	1	1	2	1	1	1	2	1	2	0	1	0	1	2	1	2	2	2	1	1	1	2	0	2	1	3	2	1	0	0	2	2	0	1	2	1	2	1	1	1	
(null)	3908	3	2	0	0	1	0	1	0	1	1	1	1	3	1	0	1	2	1	0	3	1	1	1	1	1	1	0	0	1	0	2	3	0	2	2	1	5	2	5	0	2	2	
(null)	3909	1	1	1	4	1	1	1	2	2	1	2	1	1	1	0	4	1	1	1	1	5	1	1	0	2	1	1	1	2	1	1	1	1	1	1	0	1	1	2	1	1	1	
(null)	3910	1	1	1	1	1	4	1	1	0	1	1	3	1	1	0	2	1	1	1	1	1	3	1	1	1	1	1	2	0	1	1	1	2	5	1	1	1	2	1	1	1	2	
(null)	3911	2	1	2	3	1	1	2	2	1	1	3	1	0	1	0	3	0	0	2	2	2	1	0	1	1	2	1	1	2	2	1	2	2	0	0	0	3	2	2	0	1	1	
(null)	3912	4	0	1	1	0	0	3	1	0	2	1	1	1	3	0	0	0	1	2	0	1	3	1	0	0	2	2	0	0	1	0	0	0	0	2	5	6	2	6	0	2	1	
(null)	3913	4	1	1	0	0	7	0	1	1	1	1	1	1	1	0	0	1	5	1	1	0	1	1	3	0	0	4	0	1	0	0	1	0	0	1	1	4	2	4	3	1	0	
(null)	3914	0	1	2	2	0	0	1	0	0	0	1	1	1	0	2	1	1	0	1	1	0	2	1	1	0	7	1	3	0	0	1	1	4	1	1	1	3	3	2	5	2	1	
(null)	3915	6	0	2	0	2	0	0	0	0	0	0	1	1	0	3	4	0	0	0	0	0	3	1	0	0	20	0	1	0	0	0	0	1	0	1	1	0	0	3	1	2	2	
(null)	3916	1	2	2	1	1	0	0	2	2	2	2	1	0	0	0	0	0	0	2	0	2	0	1	2	0	0	1	0	0	0	0	1	0	1	0	2	9	3	10	2	3	0	
(null)	3917	1	1	0	1	1	1	2	0	0	1	1	1	1	1	1	2	1	0	1	1	2	2	2	1	1	1	1	1	1	1	1	1	0	2	1	2	5	3	5	0	2	2	
(null)	3918	2	1	1	0	2	0	1	1	1	2	1	1	1	1	1	1	3	3	3	4	1	1	1	1	1	1	1	1	1	1	2	3	1	1	1	1	1	2	0	1	1	1	
(null)	3919	4	1	1	0	0	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	2	1	3	0	1	1	1	0	1	1	0	0	1	0	1	1	5	4	5	0	6	3	
(null)	3920	2	0	2	0	0	0	0	1	4	0	2	1	0	1	5	4	0	0	0	0	1	0	2	6	1	0	0	0	1	0	0	0	0	0	1	2	2	4	8	1	4	0	
(null)	3921	3	1	1	0	1	1	3	0	1	1	0	0	2	0	1	0	1	1	1	1	0	3	2	0	0	1	1	1	0	1	0	0	0	0	1	1	6	5	6	1	4	3	
(null)	3922	2	1	1	1	1	1	1	1	3	1	1	2	1	2	1	1	1	1	2	1	1	1	1	3	1	1	1	2	2	2	1	1	1	2	2	1	1	1	2	1	1	0	
(null)	3923	1	1	2	1	1	5	5	1	1	2	6	1	0	1	0	1	1	1	8	1	1	0	1	1	0	2	1	1	1	1	1	1	1	1	0	1	0	0	0	1	0	0	
(null)	3924	3	2	2	0	1	0	2	0	1	2	3	0	0	1	0	1	1	1	1	0	2	0	1	0	0	0	1	0	0	0	1	1	0	2	0	1	7	4	6	1	4	3	
(null)	3925	2	1	1	0	3	1	1	4	1	1	1	1	0	1	3	1	1	2	1	1	2	0	2	6	4	1	1	0	1	1	2	1	3	1	1	1	0	0	0	0	0	1	
(null)	3926	1	2	2	0	2	1	1	1	2	2	2	1	1	0	1	1	1	1	1	2	0	1	1	0	1	1	0	2	0	2	0	1	1	1	1	0	5	2	5	1	3	2	
(null)	3927	1	1	2	0	0	1	1	0	0	1	0	1	2	0	0	0	1	1	2	0	1	3	2	0	2	4	2	0	0	2	0	1	0	2	10	1	0	0	7	1	1	2	
(null)	3928	2	1	2	1	1	2	1	1	1	2	1	0	1	0	1	1	0	1	1	1	0	2	2	1	1	0	0	0	2	0	1	2	0	2	1	2	5	2	5	1	3	2	
(null)	3929	1	2	1	2	1	1	1	2	1	1	2	2	1	1	2	3	1	1	1	2	2	1	1	2	2	2	1	1	1	1	1	1	1	1	1	3	1	0	1	1	0	1	
(null)	3930	1	1	2	1	2	1	2	1	1	2	2	1	1	1	2	1	1	1	2	1	1	1	2	2	1	1	1	4	1	1	1	1	1	1	4	1	1	0	1	1	1	0	
(null)	3931	1	1	1	2	2	1	3	1	0	1	1	1	0	1	1	0	1	1	1	1	0	0	1	1	2	4	1	2	2	1	1	1	1	7	2	1	1	2	1	1	1	1	
(null)	3932	1	1	1	2	1	1	2	2	1	1	1	2	1	1	1	1	1	2	1	4	2	1	2	1	1	1	1	1	1	0	1	1	3	2	2	2	1	0	1	1	1	1	
(null)	3933	1	1	1	3	3	1	1	1	1	1	1	1	1	1	2	1	1	1	2	3	1	3	1	1	1	2	1	2	1	1	1	2	1	0	1	1	2	1	2	1	1	0	
(null)	3934	1	2	1	1	3	4	1	0	3	1	0	3	1	0	1	1	0	1	2	1	0	1	1	3	1	1	1	0	3	2	2	0	5	1	1	0	1	1	1	1	1	1	
(null)	3935	1	0	0	0	2	1	1	1	2	0	0	4	0	1	0	3	0	3	0	2	0	0	1	0	3	1	2	1	2	1	2	3	0	2	1	3	3	2	3	1	2	1	
(null)	3936	1	1	0	1	4	0	1	1	2	1	1	1	0	3	2	1	1	1	2	2	2	1	2	1	2	2	1	1	2	1	1	1	1	2	2	2	1	0	1	1	2	0	
(null)	3937	1	2	1	2	2	2	2	1	1	1	1	1	1	1	3	2	1	1	1	1	2	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	0	0	2	4	1	1	
(null)	3938	1	0	0	1	1	4	2	3	1	0	0	2	2	2	3	2	2	4	2	1	1	2	0	0	0	2	0	1	2	2	1	2	2	3	2	1	0	0	0	1	0	0	
(null)	3939	2	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	3	3	1	2	1	1	1	0	1	1	1	0	1	1	2	2	3	1	1	1	2	2	2	1	1	1	
(null)	3940	2	1	2	3	0	4	0	0	0	0	0	0	0	1	3	1	3	3	2	0	1	1	2	0	1	0	2	2	0	1	0	0	0	0	0	0	3	4	6	1	3	3	
(null)	3941	1	1	2	0	1	1	1	1	2	1	1	1	1	4	2	2	1	1	1	1	1	2	1	1	3	2	0	1	2	2	1	1	2	2	2	2	1	1	1	1	0	0	
(null)	3942	1	1	9	0	1	1	1	0	1	1	1	1	1	1	0	1	0	1	1	0	1	0	1	1	0	0	10	0	1	9	0	1	0	1	0	1	1	1	1	1	1	1	
(null)	3943	1	1	1	3	1	3	1	3	1	1	3	1	0	1	0	2	2	2	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	0	1	1	2	2	2	1	1	0	
(null)	3944	1	1	1	1	1	1	2	1	2	2	1	2	1	2	1	1	1	1	1	1	1	2	1	4	2	2	1	3	2	1	1	1	2	2	2	1	0	0	0	1	1	0	
(null)	3945	0	1	2	1	1	1	1	2	2	2	0	1	1	1	0	0	2	0	0	0	1	3	1	2	1	2	2	2	2	1	0	0	3	1	1	0	6	1	6	1	1	0	
(null)	3946	1	1	0	0	2	0	1	0	1	0	2	0	0	1	1	0	0	3	2	2	2	1	1	0	1	1	3	5	2	2	4	5	1	2	1	1	1	1	1	1	1	1	
(null)	3947	1	1	2	6	4	0	0	0	1	3	1	1	0	1	1	0	0	0	1	1	2	5	2	0	0	1	2	2	1	1	2	1	1	1	0	3	1	1	1	2	1	1	
(null)	3948	0	2	1	0	4	6	0	0	3	1	1	0	1	0	0	2	1	0	1	2	0	0	0	0	0	1	2	0	3	0	0	1	6	0	1	6	1	2	1	3	1	2	
(null)	3949	0	1	2	1	1	3	3	0	1	2	1	2	0	2	1	1	2	0	1	1	0	2	2	1	0	2	1	2	2	2	2	2	0	1	1	1	1	2	1	1	0	4	
(null)	3950	0	1	0	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	0	2	1	1	1	1	1	0	1	1	0	1	1	0	0	1	1	8	2	8	1	0	10	
(null)	3951	0	0	1	0	1	1	0	2	1	8	2	1	0	1	0	5	1	0	0	0	0	1	0	0	0	0	0	1	4	0	3	1	2	1	1	1	4	2	4	2	2	2	
(null)	3952	2	5	1	1	1	1	2	2	2	0	0	1	2	1	2	2	1	0	1	2	2	1	1	1	1	2	0	1	2	0	1	2	2	1	2	2	1	0	0	3	0	0	
(null)	3953	3	0	1	0	0	0	0	0	0	0	0	2	2	1	0	0	0	0	1	0	2	0	2	2	0	0	0	4	1	0	0	0	0	0	0	2	5	10	7	1	4	4	
(null)	3954	0	0	13	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	1	0	10	0	0	0	0	0	0	0	0	0	0	0	0	
(null)	3955	3	0	2	0	0	2	0	1	0	1	1	0	0	0	0	0	0	0	0	1	1	0	3	1	1	0	1	0	0	1	0	0	0	0	1	0	7	9	4	2	9	3	
(null)	3956	2	0	0	0	0	0	1	0	1	3	1	0	0	1	0	0	0	0	3	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	7	6	6	3	11	3	
(null)	3957	4	1	2	1	0	2	1	1	2	1	1	0	1	1	1	1	1	1	1	1	1	2	2	2	1	1	0	0	1	1	1	1	0	1	0	1	3	3	3	1	3	2	
(null)	3958	2	1	3	0	1	1	2	1	0	2	1	0	2	1	1	1	1	0	2	1	1	1	1	0	1	1	1	1	0	1	0	1	2	1	1	1	4	2	4	2	4	1	
(null)	3959	1	5	0	1	1	5	0	1	0	1	0	0	1	1	2	2	0	0	1	0	1	1	4	3	12	1	0	1	2	0	1	0	0	4	1	0	0	0	0	1	0	0	
(null)	3960	7	0	1	0	2	0	4	2	0	0	3	1	1	0	2	2	1	1	2	2	0	2	1	1	2	5	0	0	0	0	1	1	1	3	4	2	0	0	0	0	0	0	
(null)	3961	3	0	1	0	1	1	2	1	0	0	3	0	1	1	1	0	1	0	0	2	0	1	1	0	0	9	3	0	0	0	2	2	2	1	5	0	2	2	2	0	1	3	
(null)	3962	1	2	1	0	5	1	2	0	1	0	3	0	0	0	1	0	3	0	2	2	0	2	2	0	0	0	3	0	0	3	2	1	0	0	2	4	2	3	2	0	2	2	
(null)	3963	1	1	1	1	1	2	1	2	1	2	1	1	2	2	0	2	1	1	1	1	1	1	1	0	2	1	1	4	3	1	1	2	3	1	1	1	1	1	1	1	1	0	
(null)	3964	1	1	2	0	1	0	1	0	1	2	6	1	2	0	0	1	0	0	1	2	1	0	1	2	0	0	3	0	0	0	0	0	1	0	2	0	8	3	5	1	4	1	
