Desc	Family ID	Mus_musculus	Cavia_porcellus	Dipodomys_ordii	Heterocephalus_glaber	Octodon_degus	Chinchilla_lanigera	Microtus_ochrogaster	Nannospalax_galili	Marmota_marmota	Castor_canadensis	Meriones_unguiculatus	Urocitellus_parryii	Cricetulus_griseus	Marmota_flaviventris	Peromyscus_maniculatus	Peromyscus_leucopus	Grammomys_surdaster	Mastomys_coucha	Rattus_rattus	Arvicanthis_niloticus	Fukomys_damarensis	Microtus_fortis	Rattus_norvegicus	Ictidomys_tridecemlineatus	Mesocricetus_auratus	Microtus_oregoni	Dipodomys_spectabilis	Jaculus_jaculus	Marmota_monax	Perognathus_longimembris	Mus_caroli	Mus_pahari	Neosciurus_carolinensis	Myodes_glareolus	Arvicola_amphibius	Onychomys_torridus	MGP_CASTEiJ	Mus_spicilegus	MGP_SPRETEiJ	Oryctolagus_cuniculus	Sciurus_vulgaris	Spermophilus_dauricus
(null)	4797	3	0	3	4	0	0	3	3	0	0	2	0	2	0	2	0	0	0	0	0	0	3	2	0	0	1	3	2	0	1	0	3	0	3	0	1	0	2	0	1	2	0	
(null)	4798	2	1	1	1	0	1	0	4	0	1	0	0	1	1	3	2	0	1	1	1	2	1	3	1	2	1	1	2	1	0	1	0	1	1	1	1	1	1	1	0	2	1	
(null)	4799	1	1	1	1	1	1	1	5	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	
(null)	4800	1	1	1	0	1	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	2	2	1	3	3	
(null)	4801	5	2	0	1	2	2	1	0	0	1	0	0	0	2	1	1	0	1	2	0	0	0	2	1	0	1	1	2	1	0	1	0	1	0	1	1	1	3	1	1	5	2	
(null)	4802	1	0	1	1	1	1	1	1	1	1	2	1	1	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	4	2	2	1	
(null)	4803	1	2	1	2	1	2	0	4	1	1	1	3	1	1	0	1	0	1	1	1	2	0	2	2	1	0	1	2	2	2	2	2	0	0	0	0	0	0	0	3	0	0	
(null)	4804	1	0	2	1	0	1	2	2	2	2	1	1	1	1	1	1	1	0	2	0	2	0	2	0	0	1	1	1	1	1	0	0	1	1	0	1	2	1	2	2	3	2	
(null)	4805	1	1	1	1	1	1	1	1	1	1	2	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	3	
(null)	4806	0	1	0	0	1	1	1	0	0	1	2	2	0	0	1	1	0	1	3	1	1	1	1	0	1	0	1	0	0	1	0	1	1	1	0	3	5	3	5	1	3	1	
(null)	4807	1	1	1	1	0	0	0	1	0	2	0	4	0	1	0	2	2	0	1	2	8	0	1	1	0	0	2	0	0	0	2	2	0	1	3	0	2	1	2	0	1	1	
(null)	4808	1	2	3	1	0	1	1	0	1	3	1	0	0	2	0	1	0	0	1	1	0	0	1	0	0	1	0	1	0	0	2	0	1	0	1	0	5	3	6	1	2	3	
(null)	4809	1	0	2	0	1	1	1	3	1	2	1	1	0	1	1	1	1	0	1	1	1	2	1	0	0	0	1	1	0	0	0	2	0	1	0	0	4	3	4	1	3	2	
(null)	4810	2	2	2	0	1	1	1	1	0	1	0	0	0	1	1	1	1	1	1	1	2	1	1	1	2	1	1	0	1	1	1	2	1	1	1	1	3	1	3	0	1	2	
(null)	4811	4	0	1	1	1	1	1	1	1	1	1	0	1	1	1	2	0	1	1	2	1	4	2	1	1	1	0	1	0	1	3	3	1	1	0	1	1	1	1	0	0	0	
(null)	4812	7	1	1	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	8	6	8	0	4	4	
(null)	4813	2	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	3	0	2	1	0	1	2	3	2	2	2	1	1	1	1	1	2	1	0	3	0	0	0	1	0	0	
(null)	4814	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	0	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	
(null)	4815	3	0	1	0	1	2	0	2	2	0	1	2	0	2	1	1	0	2	1	0	1	1	0	0	0	1	0	2	1	1	1	1	1	1	0	1	3	3	3	0	3	1	
(null)	4816	3	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	1	0	0	2	1	0	0	1	0	0	0	1	0	0	14	0	14	0	0	3	
(null)	4817	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	6	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	0	
(null)	4818	1	4	2	0	0	2	0	0	5	1	1	1	0	1	0	1	1	1	0	1	0	1	1	1	1	1	1	1	3	2	1	1	0	2	0	1	2	1	2	0	1	1	
(null)	4819	6	1	1	1	1	1	1	0	2	1	1	1	1	1	1	1	0	0	1	0	1	2	1	1	1	1	1	1	2	1	2	3	1	1	1	1	0	1	0	1	1	0	
(null)	4820	1	2	1	1	1	5	1	1	1	1	1	1	0	0	2	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	
(null)	4821	5	1	2	1	2	1	1	0	3	1	0	0	0	1	0	0	1	1	2	0	1	0	2	0	1	0	1	0	0	1	0	1	0	1	0	0	3	5	3	1	1	3	
(null)	4822	2	1	1	0	1	1	1	0	0	1	1	1	1	1	1	1	1	2	1	1	4	1	1	0	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	2	1	
(null)	4823	1	2	0	0	0	2	1	1	0	0	0	1	0	1	1	2	1	1	2	1	2	1	2	1	0	1	1	2	2	1	1	1	1	1	1	2	2	2	4	1	0	0	
(null)	4824	0	1	1	0	0	0	0	0	2	2	2	1	0	1	1	1	1	0	1	0	2	0	2	2	0	0	1	1	1	0	0	1	1	1	0	0	3	5	5	2	4	1	
(null)	4825	6	0	1	1	1	2	2	0	1	0	2	1	1	4	2	2	0	0	0	0	2	1	1	0	0	1	1	0	2	1	0	0	2	0	2	0	6	0	0	0	0	1	
(null)	4826	1	0	1	0	0	0	1	0	0	1	1	1	2	1	3	3	1	0	1	1	0	0	1	0	4	1	0	0	0	2	0	1	0	2	2	0	4	4	4	0	1	2	
(null)	4827	0	1	1	0	5	1	1	0	0	1	5	1	2	0	1	1	1	1	1	1	0	2	1	0	0	2	1	0	2	0	2	1	1	2	1	1	2	0	2	0	1	1	
(null)	4828	2	1	1	1	0	1	1	1	1	1	1	1	4	1	5	0	1	0	1	2	0	1	0	2	0	1	1	1	1	1	1	2	1	1	1	1	2	1	2	0	0	0	
(null)	4829	2	0	2	0	0	0	2	0	1	0	2	1	0	0	0	0	2	0	1	3	0	2	0	1	1	1	2	0	1	2	2	3	0	3	2	1	2	2	2	1	1	1	
(null)	4830	1	2	1	0	1	1	0	0	0	0	0	1	0	1	0	2	1	0	2	0	2	0	2	1	2	2	0	0	0	1	4	1	1	1	0	0	5	3	5	0	2	1	
(null)	4831	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	0	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	1	1	1	
(null)	4832	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	12	6	12	1	3	6	
(null)	4833	7	0	0	1	0	0	1	1	1	2	1	1	0	1	0	1	1	1	1	1	1	1	0	0	1	1	0	0	1	1	1	0	0	1	1	0	5	6	4	1	0	0	
(null)	4834	2	2	0	0	1	2	1	0	0	1	0	0	0	0	3	1	1	0	0	0	2	0	2	0	1	1	3	2	1	1	2	0	0	4	2	0	3	2	2	0	2	2	
(null)	4835	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	0	
(null)	4836	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	
(null)	4837	1	1	1	2	1	1	1	0	1	1	2	1	1	1	1	2	1	2	1	1	1	1	2	1	0	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	
(null)	4838	1	1	1	1	3	1	1	1	1	1	2	2	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	
(null)	4839	1	1	1	0	2	1	1	1	1	1	1	0	2	1	0	2	1	2	3	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	0	0	1	2	1	
(null)	4840	2	2	1	0	1	1	2	1	0	1	1	1	0	1	1	1	2	2	1	0	1	2	1	1	0	0	1	1	2	0	1	1	1	5	0	1	2	1	2	0	1	1	
(null)	4841	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	0	1	1	2	2	1	1	1	1	1	1	1	1	0	2	1	1	0	0	1	2	1	2	1	1	1	
(null)	4842	1	1	1	0	1	1	0	1	1	0	1	6	0	3	1	1	1	1	1	0	1	1	1	0	1	1	1	2	3	1	0	1	1	1	1	1	1	2	1	1	1	1	
(null)	4843	1	3	1	2	1	3	1	1	1	3	3	1	3	1	1	1	1	3	1	1	1	1	0	1	0	0	1	1	0	1	1	1	1	1	1	0	0	1	0	0	1	0	
(null)	4844	0	1	1	1	1	0	0	0	1	0	2	1	1	1	3	3	3	0	0	0	1	1	1	1	0	1	1	1	1	1	0	0	2	0	0	1	4	2	4	1	3	1	
(null)	4845	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	5	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	1	1	
(null)	4846	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	4	1	4	1	2	1	
(null)	4847	1	2	2	0	1	0	1	0	1	4	2	0	0	1	0	1	1	1	1	1	0	2	2	1	0	1	0	0	0	0	1	1	1	1	1	1	2	5	2	0	2	3	
(null)	4848	1	1	1	1	1	1	2	0	1	0	1	2	1	2	1	1	0	0	1	1	1	2	1	2	0	2	2	1	1	1	1	0	2	1	1	1	1	1	1	2	2	1	
(null)	4849	3	1	1	0	0	0	2	1	1	1	0	1	0	1	0	0	0	1	0	1	1	2	2	1	1	1	1	1	1	1	0	1	1	0	1	0	4	3	4	2	2	2	
(null)	4850	1	0	2	0	0	0	0	2	1	2	2	3	2	0	0	0	1	0	1	0	1	0	2	1	0	0	1	3	0	1	0	1	0	0	3	1	4	2	4	1	2	2	
(null)	4851	2	1	0	0	1	1	1	1	1	1	1	1	2	1	1	1	1	0	0	1	1	2	1	1	2	4	0	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	
(null)	4852	4	1	1	0	1	1	1	1	0	2	1	1	0	1	1	1	1	0	0	1	0	1	1	0	0	1	1	0	0	0	0	1	1	1	1	1	7	3	6	1	1	0	
(null)	4853	2	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	2	0	1	5	1	1	2	1	1	1	2	1	1	1	0	1	1	0	0	2	2	0	2	1	1	0	
(null)	4854	4	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1	1	1	0	0	11	2	11	1	3	4	
(null)	4855	1	2	1	0	2	0	0	0	1	2	0	1	1	1	0	0	1	0	1	1	1	1	1	1	0	0	1	0	1	1	1	0	1	1	1	2	3	3	3	1	4	4	
(null)	4856	5	0	1	2	1	2	0	0	0	1	1	1	2	1	0	2	1	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	3	1	0	4	4	4	2	2	2	
(null)	4857	4	0	1	3	2	0	0	1	4	2	1	2	0	2	0	0	0	1	0	0	1	0	1	0	3	0	2	2	2	4	0	0	0	0	3	1	1	1	1	0	1	0	
(null)	4858	1	1	0	1	1	0	1	2	1	0	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	2	3	1	1	1	1	2	2	1	6	0	0	0	0	0	0	
(null)	4859	1	2	2	0	1	1	1	1	0	2	1	2	0	1	0	1	1	0	1	2	1	0	2	0	0	3	1	1	0	0	1	2	0	1	1	1	2	2	2	2	2	2	
(null)	4860	1	1	1	1	1	7	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	2	1	2	1	1	1	
(null)	4861	1	1	2	1	0	0	1	2	0	2	2	0	1	1	1	0	1	1	2	1	0	2	2	1	1	1	1	1	0	0	1	0	0	1	0	1	3	3	2	1	2	3	
(null)	4862	2	0	1	0	0	1	3	1	1	0	1	1	1	0	1	1	2	0	1	2	0	1	1	2	3	1	1	0	0	0	0	2	7	1	1	1	2	0	2	1	1	0	
(null)	4863	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0	2	1	2	0	1	0	0	5	0	0	1	0	0	0	0	4	5	9	1	3	1	1	4	1	
(null)	4864	3	1	1	0	1	4	1	1	0	1	1	1	1	1	2	1	1	0	1	1	0	3	1	1	1	1	1	1	0	1	1	1	0	1	2	1	2	1	1	1	1	1	
(null)	4865	1	1	1	0	2	1	2	0	0	1	1	1	0	1	1	2	1	1	1	1	2	1	1	2	1	1	1	1	3	1	1	1	2	2	1	1	1	2	1	0	0	1	
(null)	4866	3	1	1	1	1	1	0	1	1	1	0	1	1	1	1	0	3	1	1	3	1	1	1	1	0	0	1	1	1	1	2	3	1	0	1	1	2	1	2	1	0	1	
(null)	4867	2	2	1	2	1	1	1	1	0	0	2	1	0	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	0	2	1	2	0	2	1	2	1	
(null)	4868	1	0	0	0	3	0	5	0	1	0	1	1	0	0	3	4	0	0	1	0	0	0	4	4	3	1	1	2	0	0	0	2	5	0	0	2	0	2	0	0	0	0	
(null)	4869	1	0	1	4	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	3	2	1	1	0	2	3	0	1	1	1	1	1	1	2	1	2	1	1	1	1	1	0	
(null)	4870	2	1	2	0	1	1	1	1	0	2	1	0	0	1	1	1	1	0	1	0	1	1	2	1	1	0	0	1	0	0	1	0	1	0	1	0	3	5	4	1	4	2	
(null)	4871	1	2	0	2	3	1	1	1	0	0	2	0	0	3	0	0	1	3	0	3	1	2	1	3	1	0	1	0	0	1	2	1	1	2	1	1	1	1	1	0	1	1	
(null)	4872	1	0	1	1	0	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0	1	0	1	1	1	3	1	1	1	1	1	1	1	1	1	1	3	4	3	1	2	1	
(null)	4873	1	1	1	1	1	0	1	3	0	1	1	2	1	2	1	2	1	0	1	0	1	1	1	1	1	1	2	1	2	2	0	2	2	1	2	1	1	0	1	2	0	0	
(null)	4874	1	1	1	0	1	1	2	1	1	1	0	1	1	2	1	1	1	1	1	1	0	1	1	3	1	1	1	1	2	1	1	1	1	2	2	1	1	1	1	1	1	1	
(null)	4875	1	1	2	3	1	1	1	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	1	1	1	2	2	2	1	0	0	
(null)	4876	1	1	1	0	1	1	1	0	0	1	1	3	1	3	1	1	1	1	1	1	0	1	1	3	1	1	1	1	2	1	1	1	1	0	1	1	2	2	2	1	1	0	
(null)	4877	1	1	1	1	3	0	1	1	1	1	1	2	0	1	1	2	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	0	1	1	2	1	
(null)	4878	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	3	1	2	3	
(null)	4879	1	1	1	1	1	5	2	1	0	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	4	1	1	0	1	1	1	3	1	1	1	1	1	1	1	1	0	
(null)	4880	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	0	1	1	1	1	1	0	1	1	2	4	1	1	1	1	2	1	2	1	0	0	
(null)	4881	1	1	1	1	2	1	1	0	1	1	1	1	1	1	2	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	4	1	1	
(null)	4882	2	1	1	1	0	0	3	1	0	1	1	1	1	1	1	1	1	1	1	1	0	3	1	1	2	4	1	1	1	1	1	1	1	1	2	1	0	0	0	0	2	2	
(null)	4883	1	1	1	1	1	1	1	1	2	1	1	0	0	1	2	2	1	1	1	1	0	4	1	1	0	1	1	1	1	1	0	0	0	2	3	0	2	1	2	1	2	1	
(null)	4884	2	1	0	1	1	1	1	0	2	0	3	0	1	1	1	2	0	1	1	2	1	1	2	2	2	2	1	0	1	1	1	1	2	2	1	1	0	2	1	1	0	0	
(null)	4885	1	0	1	0	1	1	1	1	2	1	1	2	0	3	1	1	1	0	1	1	1	1	1	2	1	1	1	1	2	1	1	1	0	1	1	1	2	1	2	1	2	1	
(null)	4886	0	2	1	0	0	1	3	1	0	2	1	3	0	1	0	0	2	0	1	2	1	1	1	0	0	0	1	0	0	2	1	1	4	0	1	4	1	4	1	0	2	1	
(null)	4887	0	1	2	0	2	1	0	0	1	1	2	1	1	0	3	0	2	0	3	0	1	0	1	0	3	1	3	1	0	1	0	1	2	0	1	2	2	1	2	2	1	1	
(null)	4888	1	1	1	0	3	0	1	0	0	1	2	2	0	2	3	1	1	1	1	2	1	0	1	3	2	1	1	1	0	1	1	1	0	1	1	1	1	2	1	1	1	1	
(null)	4889	1	0	1	3	1	0	1	1	0	1	1	0	1	1	2	1	1	1	1	0	1	0	1	1	0	2	1	1	0	1	1	1	8	1	1	1	1	1	1	2	1	1	
(null)	4890	1	1	1	1	1	1	1	1	0	1	2	1	0	1	1	1	0	0	2	1	2	1	2	0	1	2	1	2	1	1	1	1	2	1	3	1	1	2	2	1	0	0	
(null)	4891	0	0	0	3	3	0	2	0	2	2	4	1	1	3	2	0	0	0	0	1	3	0	1	2	0	0	2	1	2	0	1	0	0	1	1	0	3	2	2	0	1	0	
(null)	4892	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	0	1	1	3	3	1	2	1	1	1	1	1	1	1	1	1	1	2	1	
(null)	4893	1	0	1	1	0	0	1	1	1	1	1	1	2	1	1	1	2	1	1	3	1	1	4	1	2	1	1	1	2	1	1	1	1	1	2	1	0	0	1	1	1	0	
(null)	4894	1	1	0	1	1	1	1	0	1	1	1	1	2	3	1	2	2	1	2	1	0	1	2	1	0	2	0	1	2	2	1	1	2	1	1	1	1	1	1	1	0	0	
(null)	4895	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	0	1	1	1	1	4	1	0	2	1	1	1	2	1	1	2	1	1	1	1	0	1	
(null)	4896	1	1	1	0	2	1	1	1	1	1	1	1	0	1	3	2	1	1	1	1	0	1	1	2	1	0	1	1	2	2	1	1	1	1	1	2	1	1	1	1	1	1	
(null)	4897	1	1	2	1	1	1	1	1	1	3	2	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	
(null)	4898	1	1	1	1	2	0	2	0	2	1	1	2	0	2	0	2	1	0	1	1	1	1	1	5	1	0	1	1	1	1	0	1	2	1	1	1	2	1	2	1	0	0	
(null)	4899	1	1	1	0	1	1	1	1	1	1	2	1	0	2	1	1	4	2	0	1	1	1	0	1	1	0	1	1	1	1	1	2	1	1	1	1	2	1	3	1	1	0	
(null)	4900	1	2	1	0	3	3	0	0	0	1	1	1	0	1	2	5	1	1	1	1	0	1	1	2	1	1	1	0	0	0	1	1	1	1	1	4	1	1	1	1	1	0	
(null)	4901	1	1	1	1	1	1	1	1	1	2	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	2	1	1	1	2	3	1	2	2	2	1	0	1	
(null)	4902	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	0	1	3	2	3	1	1	1	
(null)	4903	2	1	1	0	1	1	0	1	2	1	1	1	1	3	1	1	1	1	2	1	1	1	2	1	1	1	1	1	2	1	1	1	2	1	2	0	1	1	1	1	0	0	
(null)	4904	1	0	1	0	0	0	0	0	1	1	0	1	0	1	5	2	0	3	1	4	1	0	1	1	0	4	1	4	1	1	2	3	0	0	0	0	1	1	0	0	3	1	
(null)	4905	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	
(null)	4906	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1	1	1	1	1	1	
(null)	4907	1	1	1	1	1	1	1	1	2	2	1	0	1	2	2	2	1	1	1	1	0	0	1	2	1	1	1	3	2	1	1	1	1	1	1	1	1	1	1	1	0	0	
(null)	4908	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	3	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	0	
(null)	4909	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	2	1	2	1	1	2	
(null)	4910	1	1	1	0	0	1	1	1	1	0	1	1	1	1	0	2	1	1	2	3	1	0	2	0	1	1	1	1	1	2	1	0	1	0	2	0	2	4	2	0	2	2	
(null)	4911	1	1	0	6	1	1	0	1	1	1	2	0	0	1	2	2	1	0	2	1	1	1	1	1	1	3	0	2	1	2	1	1	1	2	1	1	0	0	0	2	0	0	
(null)	4912	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	4	2	3	0	0	3	
(null)	4913	0	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	2	1	2	1	1	0	
(null)	4914	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	4	1	1	1	2	1	1	1	1	1	1	1	0	1	1	0	3	3	1	1	1	
(null)	4915	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	2	1	1	1	1	1	1	1	4	1	1	2	3	1	1	1	1	1	1	1	1	1	1	0	
(null)	4916	1	1	1	1	1	1	1	1	1	1	1	1	2	1	4	1	1	0	1	1	1	0	1	1	0	1	1	1	1	1	1	0	1	1	1	5	1	1	1	1	1	1	
(null)	4917	1	1	1	2	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	2	2	1	1	1	1	2	2	1	3	3	1	1	1	0	1	1	0	0	
(null)	4918	1	1	1	1	1	1	1	1	1	3	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	
(null)	4919	0	1	1	0	1	1	1	0	1	1	1	0	0	1	0	1	1	1	1	0	1	1	1	4	0	0	0	0	1	1	2	0	2	4	0	1	3	4	3	4	1	0	
(null)	4920	1	1	1	0	2	0	2	1	0	3	5	1	0	1	0	1	1	0	2	1	1	0	1	0	1	1	0	2	0	0	1	1	0	0	1	2	1	5	1	1	2	2	
(null)	4921	1	1	1	2	1	0	2	0	1	0	1	0	6	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	6	0	1	1	1	1	1	1	
(null)	4922	1	1	1	1	1	1	1	0	1	2	0	1	0	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	4	3	2	1	1	1	
(null)	4923	1	2	2	0	1	0	0	0	0	3	2	2	0	1	0	2	4	0	2	0	1	0	2	0	0	0	1	2	0	2	1	1	1	0	0	1	2	2	2	1	3	2	
(null)	4924	1	0	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	3	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	0	
(null)	4925	0	1	0	0	0	0	1	2	2	0	0	0	0	0	0	3	0	1	0	1	1	2	1	0	0	0	1	3	2	1	0	3	0	1	1	1	6	1	6	1	2	2	
(null)	4926	1	1	0	0	2	0	0	1	2	0	1	1	1	1	1	1	1	1	1	0	1	3	1	4	2	1	1	3	2	1	1	1	1	2	0	1	1	1	1	0	1	1	
(null)	4927	1	1	1	0	1	1	1	1	1	1	1	1	1	1	2	1	1	0	1	1	1	1	2	0	1	1	1	1	1	1	1	1	1	1	1	1	4	0	4	1	1	1	
(null)	4928	1	2	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	2	1	1	
(null)	4929	1	3	1	0	2	1	1	0	1	2	1	1	0	1	0	2	1	0	1	1	1	3	0	0	0	1	2	1	0	1	0	1	0	0	0	2	2	7	2	0	2	1	
(null)	4930	1	1	1	0	1	0	3	1	1	3	1	2	1	1	0	0	2	0	1	1	2	0	1	3	0	2	1	0	1	1	2	1	1	2	2	2	0	0	0	2	1	1	
(null)	4931	1	1	1	0	2	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	2	1	3	0	
(null)	4932	0	2	3	0	0	2	0	1	0	1	0	1	1	1	0	1	0	3	1	2	0	1	1	4	0	2	1	5	0	0	2	0	2	0	1	0	0	2	3	2	0	1	
(null)	4933	0	1	1	1	2	1	1	1	1	1	2	1	0	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	0	0	1	1	1	3	0	3	2	1	1	
(null)	4934	0	1	2	2	2	2	1	3	1	2	1	1	1	2	1	0	1	3	1	0	2	1	1	0	1	1	3	0	1	0	0	0	0	1	1	0	1	1	1	1	2	1	
(null)	4935	0	1	1	1	0	4	1	0	0	1	1	1	2	2	0	1	0	1	0	1	0	1	1	0	0	0	2	4	3	0	1	3	0	0	0	0	2	3	2	3	2	1	
(null)	4936	0	3	2	1	2	0	1	2	0	1	2	1	0	0	1	0	0	0	0	0	1	3	2	0	1	0	0	2	0	0	0	2	0	1	1	1	5	4	2	0	3	2	
(null)	4937	0	0	1	1	2	1	2	1	0	0	0	1	4	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	
(null)	4938	2	4	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	3	1	1	1	1	1	1	1	1	1	2	0	2	1	1	2	0	0	0	1	0	0	
(null)	4939	0	4	2	2	2	3	0	1	1	0	0	1	0	2	0	0	1	0	1	1	4	0	0	1	0	0	1	8	0	1	0	5	0	0	0	0	0	0	0	1	1	2	
(null)	4940	2	1	0	0	1	0	3	1	0	2	0	1	0	1	0	0	0	0	1	1	0	3	2	0	0	0	0	0	0	0	0	0	1	0	0	1	5	6	5	1	5	2	
(null)	4941	2	1	0	0	1	0	1	1	0	1	2	0	1	0	1	2	2	1	2	0	1	0	2	0	0	2	1	1	0	0	1	2	1	2	1	0	1	3	3	1	3	2	
(null)	4942	2	1	1	1	0	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	3	2	2	2	1	1	1	0	1	1	1	1	1	1	1	1	
(null)	4943	0	0	3	0	3	2	1	2	2	3	2	4	0	3	0	1	0	1	0	0	0	1	0	2	0	1	2	1	1	1	0	0	3	1	0	2	0	0	0	1	2	0	
